Practice code,Practice name, Opt-out , List Size , Opt-out Rate 
H81047,RUNNYMEDE MEDICAL PRACTICE, 417 ," 11,639 ",3.58
H81048,HOLMHURST MEDICAL CENTRE, 804 ," 10,117 ",7.95
H81050,WEY FAMILY PRACTICE, 715 ," 11,916 ",6.00
H81051,DERBY MEDICAL CENTRE, 827 ," 14,734 ",5.61
H81052,CRANLEIGH MEDICAL PRACTICE," 1,071 "," 17,222 ",6.22
H81053,VILLAGES MEDICAL CTR, 670 ," 8,165 ",8.21
H81055,HAWTHORNS SURGERY, 471 ," 8,680 ",5.43
H81056,OXTED HEALTH CENTRE, 672 ," 16,831 ",3.99
H81057,FORDBRIDGE MEDICAL CENTRE, 356 ," 7,252 ",4.91
H81058,WOODLANDS ROAD MEDICAL CENTRE, 346 ," 10,090 ",3.43
H81060,TOWNHILL MEDICAL PRACTICE," 1,132 "," 12,347 ",9.17
H81061,HILLVIEW MEDICAL CENTRE," 1,891 "," 15,194 ",12.45
H81062,HASLEMERE HEALTH CENTRE," 1,374 "," 18,909 ",7.27
H81064,FAIRLANDS MEDICAL PRACTICE," 1,248 "," 13,633 ",9.15
H81065,HERSHAM SURGERY, 532 ," 9,680 ",5.50
H81066,GROVE MEDICAL CENTRE, 995 ," 15,560 ",6.39
H81067,COBHAM HEALTH CENTRE, 565 ," 13,769 ",4.10
H81068,BROCKWOOD MEDICAL PRACTICE, 605 ," 12,817 ",4.72
H81069,PARK ROAD GROUP PRACTICE," 1,050 "," 21,500 ",4.88
H81070,HEATHCOTE MEDICAL CENTRE, 649 ," 11,622 ",5.58
H81071,ASHLEY CENTRE SURGERY, 573 ," 9,970 ",5.75
H81072,MEDWYN SURGERY, 659 ," 12,754 ",5.17
H81073,CHURCH STREET PRACTICE, 713 ," 13,882 ",5.14
H81074,ST STEPHENS HOUSE SURGERY, 282 ," 6,254 ",4.51
H81075,UPPER GORDON ROAD SURGERY, 553 ," 11,545 ",4.79
H81076,GRAYSHOTT SURGERY, 450 ," 12,076 ",3.73
H81077,SHERESURGERYANDDISPENSARY, 505 ," 8,096 ",6.24
H81078,GLENLYN MEDICAL CENTRE," 1,357 "," 20,769 ",6.53
H81080,LONGCROFT CLINIC, 537 ," 10,418 ",5.15
H81081,TADWORTH MEDICAL CENTRE, 386 ," 9,981 ",3.87
H81082,CAMBERLEY HEALTH CENTRE, 477 ," 9,681 ",4.93
H81083,MOAT HOUSE SURGERY, 760 ," 12,250 ",6.20
H81084,THE HORSLEY MEDICAL PRACTICE, 931 ," 10,483 ",8.88
H81085,ST. LUKE'S SURGERY, 673 ," 11,155 ",6.03
H81086,THORKHILL SURGERY, 233 ," 5,351 ",4.35
H81087,ST DAVID'S FAMILY PRACTICE, 536 ," 14,630 ",3.66
H81088,DOWNING STREET GROUP PRACTICE, 679 ," 13,080 ",5.19
H81089,THE WALL HOUSE SURGERY," 1,289 "," 21,213 ",6.08
H81090,WOODBRIDGE HILL SURGERY, 508 ," 14,636 ",3.47
H81091,SPRING STREET SURGERY, 422 ," 7,768 ",5.43
H81094,THE RED PRACTICE WALTON, 540 ," 10,986 ",4.92
H81095,THE YELLOW PRACTICE, 221 ," 4,308 ",5.13
H81099,ESHER GREEN SURGERY, 660 ," 12,391 ",5.33
H81103,EASTWICK PARK MED.PRACT., 377 ," 8,066 ",4.67
H81104,STANWELL ROAD SURGERY, 681 ," 8,565 ",7.95
H81107,OXSHOTT MEDICAL PRACTICE, 432 ," 7,962 ",5.43
H81109,CAPELFIELD SURGERY, 365 ," 7,878 ",4.63
H81110,HOLLY TREE SURGERY, 305 ," 6,128 ",4.98
H81111,VIRGINIA WATER MEDICAL PRACTICE, 267 ," 5,146 ",5.19
H81113,LEITH HILL PRACTICE, 398 ," 8,020 ",4.96
H81116,ELIZABETH HOUSE MEDICAL PRACTICE, 391 ," 6,161 ",6.35
H81119,WARLINGHAM GREEN MED PRAC," 1,368 "," 19,614 ",6.97
H81122,HYTHE MEDICAL CENTRE SURGERY, 633 ," 7,668 ",8.26
H81123,SHEERWATER HEALTH CENTRE, 139 ," 2,943 ",4.72
H81126,TATTENHAM HEALTH CENTRE, 425 ," 7,314 ",5.81
H81128,VINE MEDICAL CENTRE, 415 ," 6,733 ",6.16
H81129,PIRBRIGHT SURGERY, 225 ," 4,367 ",5.15
H81130,LIGHTWATER SURGERY," 1,351 "," 13,227 ",10.21
H81131,DR S MORCOS, 259 ," 3,601 ",7.19
H81132,GUILDFORD RIVERS PRACTICE, 234 ," 2,539 ",9.22
H81133,THE INTEGRATED CARE PARTNERSHIP," 1,496 "," 32,509 ",4.60
H81134,STAINES HEALTH GROUP," 1,266 "," 12,994 ",9.74
H81613,STONELEIGH SURGERY, 392 ," 5,276 ",7.43
H81615,FARNHAM DENE MEDICAL PRACTICE," 1,254 "," 13,392 ",9.36
H81618,MOLEBRIDGE PRACTICE, 280 ," 5,827 ",4.81
H81632,THE ORCHARD SURGERY, 139 ," 2,529 ",5.50
H81638,SMALLFIELD SURGERY, 689 ," 7,659 ",9.00
H81641,THE PRACTICE COLLEGE ROAD, 95 ," 3,423 ",2.78
H81642,UPPER HALLIFORD MEDICAL CENTRE, 141 ," 4,087 ",3.45
H81643,MAYBURY SURGERY, 119 ," 3,495 ",3.40
H81644,FOUNTAIN PRACTICE, 339 ," 9,067 ",3.74
H81656,SHADBOLT PARK HOUSE SURG, 450 ," 7,304 ",6.16
H81658,NEW OTTERSHAW SURGERY, 337 ," 5,460 ",6.17
H81663,ASHLEY MEDICAL PRACTICE, 189 ," 4,088 ",4.62
H81672,LANTERN SURGERY, 451 ," 6,115 ",7.38
H82003,MEADOWS SURGERY, 463 ," 9,673 ",4.79
H82004,COWFOLD SURGERY, 250 ," 4,805 ",5.20
H82005,CUCKFIELD MEDICAL CENTRE, 622 ," 12,181 ",5.11
H82006,THE PETWORTH SURGERY, 234 ," 6,010 ",3.89
H82007,WESTCOURT MEDICAL CENTRE," 1,084 "," 13,206 ",8.21
H82009,ST. LAWRENCE SURGERY, 997 ," 15,870 ",6.28
H82011,STRAND MEDICAL GROUP, 722 ," 15,495 ",4.66
H82012,LEACROFT MEDICAL PRACTICE, 438 ," 12,821 ",3.42
H82013,LANGLEY HOUSE SURGERY, 575 ," 12,992 ",4.43
H82014,COPPICE SURGERY, 681 ," 12,957 ",5.26
H82016,BERSTED GREEN SURGERY, 332 ," 13,478 ",2.46
H82017,PARK SURGERY," 1,103 "," 23,548 ",4.68
H82020,BOGNOR MEDICAL CENTRE, 215 ," 9,204 ",2.34
H82021,ARUNDEL SURGERY, 232 ," 6,589 ",3.52
H82022,STEYNING HEALTH CENTRE, 504 ," 12,056 ",4.18
H82023,ADUR HEALTH PARTNERSHIP," 1,987 "," 36,409 ",5.46
H82025,WOODLANDS&CLERKLANDS PARTNERSHIP, 816 ," 16,110 ",5.07
H82026,SAXONBROOK MEDICAL CENTRE, 814 ," 19,120 ",4.26
H82027,RUDGWICK MEDICAL CENTRE, 188 ," 4,026 ",4.67
H82028,THE COURTYARD SURGERY, 567 ," 13,763 ",4.12
H82030,PULBOROUGH MEDICAL GROUP," 1,160 "," 13,149 ",8.82
H82031,LOXWOOD SURGERY, 281 ," 6,370 ",4.41
H82032,RIVERBANK MEDICAL CENTRE, 371 ," 12,981 ",2.86
H82033,GOSSOPS GREEN MEDICAL CTR, 303 ," 7,402 ",4.09
H82034,LIME TREE SURGERY," 1,476 "," 27,623 ",5.34
H82035,LINDFIELD MEDICAL CENTRE, 593 ," 11,404 ",5.20
H82036,ORCHARD SURGERY, 341 ," 9,051 ",3.77
H82037,SELSEY MEDICAL PRACTICE, 472 ," 12,696 ",3.72
H82038,FLANSHAM PARK HEALTH CENTRE, 820 ," 13,385 ",6.13
H82039,PARK SURGERY, 831 ," 11,117 ",7.48
H82040,MODALITY MID SUSSEX," 2,263 "," 31,966 ",7.08
H82041,VICTORIA ROAD SURGERY, 848 ," 13,505 ",6.28
H82042,CATHEDRAL MEDICAL GROUP, 481 ," 13,632 ",3.53
H82043,GROVE HOUSE SURGERY, 480 ," 11,449 ",4.19
H82044,DOLPHINS PRACTICE," 1,037 "," 11,299 ",9.18
H82045,WORTHING MEDICAL GROUP," 1,144 "," 20,847 ",5.49
H82046,BROADWATER MEDICAL CENTRE, 587 ," 12,274 ",4.78
H82047,BRIDGE MEDICAL CENTRE, 398 ," 11,592 ",3.43
H82048,AVISFORD MEDICAL GROUP, 466 ," 11,228 ",4.15
H82049,PARKLANDS SURGERY, 379 ," 10,560 ",3.59
H82050,IFIELD MEDICAL PRACTICE, 437 ," 9,869 ",4.43
H82051,LAVANT ROAD SURGERY, 491 ," 11,980 ",4.10
H82052,POUND HILL MEDICAL GROUP," 1,146 "," 16,600 ",6.90
H82053,FURNACE GREEN SURGERY, 423 ," 7,189 ",5.88
H82055,BILLINGSHURST SURGERY, 390 ," 13,684 ",2.85
H82056,NEWTONS PRACTICE, 705 ," 13,443 ",5.24
H82057,MID SUSSEX HEALTH CARE," 1,239 "," 20,629 ",6.01
H82058,MAYWOOD HEALTH CARE CENTRE, 502 ," 16,361 ",3.07
H82059,WILLOW GREEN SURGERY, 665 ," 10,889 ",6.11
H82060,HENFIELD MEDICAL CENTRE, 471 ," 10,194 ",4.62
H82061,SELDEN MEDICAL CENTRE, 391 ," 8,682 ",4.50
H82063,MOATFIELD SURGERY, 995 ," 15,364 ",6.48
H82064,SOUTHGATE MEDICAL GROUP, 340 ," 10,155 ",3.35
H82065,BALL TREE SURGERY, 802 ," 14,211 ",5.64
H82066,FITZALAN MEDICAL GROUP, 612 ," 15,920 ",3.84
H82067,TANGMERE MEDICAL CENTRE, 227 ," 6,714 ",3.38
H82070,GLEBE SURGERY, 869 ," 13,367 ",6.50
H82072,SILVERDALE PRACTICE, 719 ," 13,545 ",5.31
H82076,CORNERWAYS SURGERY, 722 ," 3,666 ",19.69
H82077,THE CROFT SURGERY, 515 ," 11,589 ",4.44
H82078,SOUTHBOURNE SURGERY, 489 ," 10,825 ",4.52
H82084,BROW MEDICAL CENTRE, 265 ," 6,527 ",4.06
H82087,BARN SURGERY, 555 ," 4,075 ",13.62
H82088,BEWBUSH MEDICAL CENTRE, 557 ," 6,813 ",8.18
H82089,RIVERSIDE SURGERY, 397 ," 8,188 ",4.85
H82091,NEW POND ROW SURGERY, 338 ," 8,366 ",4.04
H82092,VILLAGE SURGERY, 447 ," 9,854 ",4.54
H82095,WITTERINGS MEDICAL CENTRE, 529 ," 10,626 ",4.98
H82096,THE ORCHARD SURGERY, 230 ," 6,232 ",3.69
H82098,COACHMANS MEDICAL PRACTICE, 379 ," 10,678 ",3.55
H82099,WEST MEADS SURGERY, 287 ," 7,694 ",3.73
H82100,NORTHLANDS WOOD SURGERY, 744 ," 8,214 ",9.06
H82615,OUSE VALLEY PRACTICE, 449 ," 8,393 ",5.35
H82640,HOLBROOK SURGERY, 966 ," 16,361 ",5.90
H83001,PORTLAND MEDICAL CENTRE," 1,359 "," 13,671 ",9.94
H83004,THE FARLEY ROAD MEDICAL PRACTICE," 1,099 "," 11,403 ",9.64
H83005,UPPER NORWOOD GROUP PRACTICE," 1,165 "," 15,241 ",7.64
H83006,NEW ADDINGTON GROUP PRACTICE, 623 ," 11,432 ",5.45
H83007,VIOLET LANE MEDICAL PRACTICE," 1,330 "," 10,868 ",12.24
H83008,THE ADDISCOMBE SURGERY, 285 ," 3,620 ",7.87
H83009,NORBURY HEALTH CENTRE (02), 919 ," 10,873 ",8.45
H83010,SOUTH NORWOOD HILL MEDICAL CENTRE, 667 ," 6,631 ",10.06
H83011,NORTH CROYDON MEDICAL CENTRE, 313 ," 6,709 ",4.67
H83012,ST. JAMES'S MEDICAL CENTRE, 535 ," 9,984 ",5.36
H83013,OLD COULSDON MEDICAL PRACTICE," 1,169 "," 17,372 ",6.73
H83014,QUEENHILL MEDICAL PRACTICE, 466 ," 7,062 ",6.60
H83015,PARKSIDE GROUP PRACTICE," 1,290 "," 13,904 ",9.28
H83016,KESTON MEDICAL PRACTICE," 1,515 "," 22,437 ",6.75
H83017,BRIGSTOCK & SOUTH NORWOOD PARTNERSHIP," 1,417 "," 14,476 ",9.79
H83018,SELSDON PARK MEDICAL PRACTICE, 875 ," 12,586 ",6.95
H83019,FRIENDS ROAD MEDICAL PRACTICE, 656 ," 8,417 ",7.79
H83020,EVERSLEY MEDICAL CENTRE, 650 ," 10,745 ",6.05
H83021,LONDON ROAD MEDICAL PRACTICE, 411 ," 6,030 ",6.82
H83022,THORNTON HEATH HEALTH CENTRE, 625 ," 6,693 ",9.34
H83023,MORLAND ROAD SURGERY, 514 ," 6,820 ",7.54
H83024,WOODCOTE MEDICAL," 1,451 "," 17,856 ",8.13
H83028,ADDINGTON MEDICAL PRACTICE, 503 ," 9,435 ",5.33
H83029,HARTLAND WAY SURGERY, 809 ," 4,603 ",17.58
H83030,BROOM ROAD MEDICAL PRACTICE, 324 ," 3,248 ",9.98
H83031,THE HALING PARK PARTNERSHIP, 224 ," 3,578 ",6.26
H83033,ASHBURTON PARK MEDICAL CENTRE, 355 ," 3,943 ",9.00
H83034,THE WHITEHORSE PRACTICE, 565 ," 7,306 ",7.73
H83037,AUCKLAND SURGERY, 952 ," 7,403 ",12.86
H83039,STOVELL HOUSE SURGERY, 712 ," 7,839 ",9.08
H83040,MITCHLEY AVENUE SURGERY, 274 ," 4,381 ",6.25
H83042,LEANDER ROAD SURGERY, 561 ," 7,945 ",7.06
H83043,SHIRLEY MEDICAL CENTRE, 609 ," 7,549 ",8.07
H83044,EAST CROYDON MEDICAL CENTRE," 1,094 "," 20,530 ",5.33
H83049,HEADLEY DRIVE SURGERY, 115 ," 2,673 ",4.30
H83051,THORNTON & VALLEY PARK SURGERY, 868 ," 16,946 ",5.12
H83052,BRAMLEY AVENUE SURGERY, 196 ," 2,794 ",7.02
H83053,PARCHMORE MEDICAL CENTRE," 1,121 "," 14,873 ",7.54
H83608,BRIGSTOCK FAMILY PRACTICE, 358 ," 6,129 ",5.84
H83609,MERSHAM MEDICAL CENTRE, 388 ," 4,608 ",8.42
H83611,SELHURST MEDICAL PRACTICE, 454 ," 4,734 ",9.59
H83624,FAIRVIEW MEDICAL CENTRE, 554 ," 7,998 ",6.93
H83625,BROUGHTON CORNER FAMILY PRACTICE, 167 ," 4,018 ",4.16
H83627,BIRDHURST MEDICAL PRACTICE, 599 ," 6,720 ",8.91
H83631,GREENSIDE MEDICAL PRACTICE, 427 ," 9,176 ",4.65
H84002,PARK ROAD SURGERY, 675 ," 12,863 ",5.25
H84005,PARKSHOT MEDICAL RICHMOND, 812 ," 14,685 ",5.53
H84006,RICHMOND MEDICAL GROUP," 1,166 "," 17,850 ",6.53
H84007,THE ACORN GROUP PRACTICE, 438 ," 8,291 ",5.28
H84010,CANBURY MEDICAL CENTRE, 646 ," 9,872 ",6.54
H84012,THE YORK MEDICAL PRACTICE," 1,009 "," 13,416 ",7.52
H84014,PARADISE ROAD PRACTICE, 139 ," 2,577 ",5.39
H84015,BRUNSWICK SURGERY, 589 ," 8,459 ",6.96
H84016,THE GROVES MEDICAL CENTRE, 851 ," 15,904 ",5.35
H84017,SEYMOUR HOUSE AND LOCK ROAD SURGERY, 720 ," 13,490 ",5.34
H84018,BROAD LANE SURGERY, 445 ," 5,991 ",7.43
H84020,FAIRHILL MEDICAL PRACTICE, 958 ," 22,362 ",4.28
H84023,ESSEX HOUSE SURGERY, 738 ," 11,707 ",6.30
H84025,HOOK SURGERY, 641 ," 7,204 ",8.90
H84027,CHURCHILL MEDICAL CENTRE, 891 ," 19,319 ",4.61
H84030,CENTRAL SURGERY, 926 ," 13,651 ",6.78
H84031,JUBILEE SURGERY, 382 ," 5,851 ",6.53
H84032,HAMPTON WICK SURGERY, 630 ," 9,477 ",6.65
H84033,ST ALBANS MEDICAL CENTRE, 539 ," 6,889 ",7.82
H84034,THE ORCHARD PRACTICE, 490 ," 8,660 ",5.66
H84039,CROSS DEEP SURGERY, 847 ," 11,200 ",7.56
H84040,HAMPTON MEDICAL CENTRE, 610 ," 11,629 ",5.25
H84041,THE VINEYARD SURGERY, 457 ," 6,831 ",6.69
H84042,HOLMWOOD CORNER SURGERY," 1,761 "," 12,663 ",13.91
H84044,THE GREEN & FIR ROAD, 411 ," 8,320 ",4.94
H84048,TWICKENHAM PARK SURGERY, 424 ," 8,203 ",5.17
H84050,CHESSINGTON PARK SURGERY, 417 ," 7,450 ",5.60
H84051,ROSELAWN, 199 ," 6,365 ",3.13
H84053,BERRYLANDS SURGERY, 264 ," 4,393 ",6.01
H84054,RED LION ROAD SURGERY, 79 ," 3,537 ",2.23
H84055,DR JOHNSON AND PARTNERS, 763 ," 11,594 ",6.58
H84057,STAINES ROAD SURGERY, 213 ," 3,823 ",5.57
H84059,THAMESIDE MEDICAL PRACTICE, 311 ," 4,528 ",6.87
H84060,RICHMOND LOCK SURGERY, 549 ," 7,495 ",7.32
H84061,KINGSTON HEALTH CENTRE," 1,004 "," 19,967 ",5.03
H84062,LANGLEY MEDICAL PRACTICE, 568 ," 7,970 ",7.13
H84618,SUNRAY SURGERY, 143 ," 5,071 ",2.82
H84619,CLAREMONT MEDICAL CENTRE," 1,014 "," 11,344 ",8.94
H84623,HAMPTON HILL MEDICAL CENTRE, 517 ," 8,648 ",5.98
H84625,WOODLAWN MEDICAL CENTRE, 181 ," 4,817 ",3.76
H84629,VILLAGE SURGERY, 178 ," 5,486 ",3.24
H84630,CRANE PARK SURGERY, 152 ," 3,848 ",3.95
H84635,MANOR DRIVE MEDICAL CENTRE," 1,103 "," 15,007 ",7.35
H84639,KEW MEDICAL PRACTICE, 233 ," 5,781 ",4.03
H85001,WANDSWORTH MEDICAL CENTRE, 959 ," 18,031 ",5.32
H85002,THE FALCON ROAD MEDICAL CENTRE, 795 ," 9,302 ",8.55
H85003,QUEENSTOWN ROAD MEDICAL PRACTICE," 2,272 "," 7,416 ",30.64
H85005,TRINITY MEDICAL CENTRE," 1,151 "," 7,703 ",14.94
H85006,MAYFIELD SURGERY, 445 ," 6,831 ",6.51
H85007,SOUTHFIELDS GROUP PRACTICE, 680 ," 11,490 ",5.92
H85008,THE ROEHAMPTON SURGERY, 246 ," 6,149 ",4.00
H85009,BEDFORD HILL FAMILY PRACTICE, 921 ," 12,357 ",7.45
H85011,THE GREYSWOOD PRACTICE," 1,009 "," 10,218 ",9.87
H85012,PUTNEYMEAD GROUP MEDICAL PRACTICE," 1,577 "," 26,183 ",6.02
H85018,THE SURGERY - 48 MULGRAVE ROAD, 516 ," 8,707 ",5.93
H85020,THE NELSON MEDICAL PRACTICE," 1,853 "," 30,775 ",6.02
H85021,THE CHESSER SURGERY, 287 ," 6,218 ",4.62
H85022,PARK ROAD MEDICAL CENTRE, 277 ," 4,148 ",6.68
H85023,BISHOPSFORD ROAD SURGERY, 167 ," 4,662 ",3.58
H85024,THE MITCHAM MEDICAL CENTRE., 350 ," 8,519 ",4.11
H85025,THE WRYTHE GREEN SURGERY, 993 ," 15,665 ",6.34
H85026,FRANCIS GROVE SURGERY, 750 ," 14,671 ",5.11
H85027,WIMBLEDON VILLAGE PRACTICE, 992 ," 13,387 ",7.41
H85028,WIMBLEDON MEDICAL PRACTICE," 1,057 "," 10,609 ",9.96
H85029,WIDE WAY MEDICAL CENTRE, 735 ," 10,782 ",6.82
H85030,THE OLD COURT HOUSE SURGERY, 694 ," 12,942 ",5.36
H85031,BENHILL & BELMONT PRACTICE, 467 ," 12,025 ",3.88
H85032,CARSHALTON FIELDS SURGERY, 228 ," 3,868 ",5.89
H85033,TAMWORTH HOUSE MEDICAL CENTRE., 768 ," 9,278 ",8.28
H85035,ROWANS SURGERY, 610 ," 6,755 ",9.03
H85037,MORDEN HALL MEDICAL CENTRE, 599 ," 15,030 ",3.99
H85038,CRICKET GREEN MEDICAL PRACTICE, 835 ," 11,673 ",7.15
H85041,EARLSFIELD SURGERY," 1,355 "," 13,932 ",9.73
H85045,BRIDGE LANE GROUP PRACTICE, 975 ," 14,751 ",6.61
H85047,CHATFIELD MEDICAL CENTRE, 773 ," 10,917 ",7.08
H85048,BROCKLEBANK GROUP PRACTICE," 1,121 "," 16,533 ",6.78
H85049,BATTERSEA RISE GROUP PRACTICE, 480 ," 7,273 ",6.60
H85051,LAMBTON ROAD MEDICAL PRACTICE," 1,179 "," 17,611 ",6.69
H85052,STREATHAM PARK SURGERY, 403 ," 5,213 ",7.73
H85053,THE SURGERY-181 CARSHALTON ROAD, 179 ," 4,862 ",3.68
H85055,WEST BARNES SURGERY, 417 ," 7,462 ",5.59
H85057,ELBOROUGH STREET SURGERY, 626 ," 7,808 ",8.02
H85061,THE HEATHBRIDGE PRACTICE," 1,121 "," 21,169 ",5.30
H85063,CHEAM GP CENTRE, 995 ," 13,301 ",7.48
H85065,THE ALTON PRACTICE, 111 ," 4,155 ",2.67
H85066,BALHAM PARK SURGERY," 1,373 "," 19,233 ",7.14
H85067,DANEBURY AVENUE SURGERY, 115 ," 3,118 ",3.69
H85069,LAVENDER HILL GROUP PRACTICE," 1,099 "," 14,091 ",7.80
H85070,CENTRAL MEDICAL CENTRE, 219 ," 9,397 ",2.33
H85075,THE HAIDER PRACTICE, 338 ," 5,396 ",6.26
H85076,STONECOT SURGERY, 423 ," 9,040 ",4.68
H85077,BOLINGBROKE MEDICAL CENTRE (THMP)," 1,776 "," 5,836 ",30.43
H85078,MITCHAM FAMILY PRACTICE, 137 ," 4,078 ",3.36
H85082,TRIANGLE SURGERY, 217 ," 4,706 ",4.61
H85087,OPEN DOOR SURGERY, 661 ," 9,636 ",6.86
H85088,CLAPHAM JUNCTION MEDICAL PRACTICE, 189 ," 2,524 ",7.49
H85090,FIGGES MARSH SURGERY, 427 ," 9,360 ",4.56
H85092,RIVERHOUSE MEDICAL PRACTICE, 862 ," 5,804 ",14.85
H85095,THE HEALTH CENTRE, 757 ," 14,339 ",5.28
H85100,ST PAUL'S COTTAGE PRACTICE, 890 ," 7,946 ",11.20
H85101,GRAND DRIVE SURGERY, 556 ," 9,052 ",6.14
H85103,HACKBRIDGE MEDICAL CENTRE, 390 ," 6,225 ",6.27
H85105,CHEAM FAMILY PRACTICE," 1,281 "," 13,364 ",9.59
H85110,RAVENSBURY PARK MEDICAL CENTRE, 216 ," 5,347 ",4.04
H85111,BATTERSEA FIELDS PRACTICE, 657 ," 12,598 ",5.22
H85112,THE VINEYARD HILL ROAD SURGERY, 308 ," 5,559 ",5.54
H85113,DR SUGUMAR AND PARTNER, 292 ," 3,996 ",7.31
H85114,THURLEIGH ROAD PRACTICE, 861 ," 14,298 ",6.02
H85115,SHOTFIELD MEDICAL PRACTICE, 705 ," 13,094 ",5.38
H85116,MANOR PRACTICE, 647 ," 9,450 ",6.85
H85618,JAMES O'RIORDAN MEDICAL CENTRE, 480 ," 9,490 ",5.06
H85634,THE MERTON MEDICAL PRACTICE, 430 ," 7,714 ",5.57
H85637,BALHAM HEALTH CENTRE, 89 ," 1,344 ",6.62
H85649,COLLIERS WOOD SURGERY, 576 ," 11,235 ",5.13
H85653,WALLINGTON FAMILY PRACTICE, 870 ," 16,487 ",5.28
H85656,ALEXANDRA SURGERY, 380 ," 5,767 ",6.59
H85659,BEGG PRACTICE, 748 ," 10,440 ",7.16
H85662,THE BEECHES SURGERY, 316 ," 5,468 ",5.78
H85664,TOOTING BEC SURGERY, 105 ," 1,906 ",5.51
H85665,WALLINGTON MEDICAL CENTRE, 110 ," 2,700 ",4.07
H85680,TOOTING SOUTH MEDICAL CENTRE, 356 ," 10,398 ",3.42
H85682,TUDOR LODGE HEALTH CENTRE, 490 ," 9,990 ",4.90
H85683,FACCINI HOUSE SURGERY, 260 ," 5,024 ",5.18
H85686,THE GROVE ROAD PRACTICE, 661 ," 10,298 ",6.42
H85691,NIGHTINGALE HOUSE, 6 , 121 ,4.96
H85693,GREEN WRYTHE SURGERY, 460 ," 11,002 ",4.18
H85695,THE PRACTICE FURZEDOWN, 11 , 127 ,8.66
J81002,ORCHID HOUSE SURGERY, 546 ," 8,936 ",6.11
J81003,WINTON HEALTH CENTRE, 438 ," 10,396 ",4.21
J81006,THE ADAM PRACTICE," 2,241 "," 34,312 ",6.53
J81009,ROYAL MANOR HEALTH CARE, 800 ," 12,450 ",6.43
J81010,SWANAGE MEDICAL PRACTICE, 443 ," 10,797 ",4.10
J81011,WAREHAM SURGERY, 379 ," 8,037 ",4.72
J81012,SHORE MEDICAL," 2,949 "," 58,340 ",5.05
J81013,CANFORD HEATH GROUP PRACT, 673 ," 12,383 ",5.43
J81014,WESTBOURNE MEDICAL CENTRE," 2,698 "," 19,578 ",13.78
J81016,QUEENS AVENUE SURGERY, 361 ," 8,193 ",4.41
J81017,YETMINSTER MEDICAL CENTRE, 253 ," 4,438 ",5.70
J81018,BEAUFORT ROAD SURGERY, 699 ," 11,469 ",6.09
J81019,THE BLANDFORD GROUP PRACTICE, 904 ," 23,902 ",3.78
J81020,BERE REGIS SURGERY, 115 ," 3,777 ",3.04
J81021,SHELLEY MANOR HOLDENHURST MEDICAL CENTRE," 2,148 "," 25,699 ",8.36
J81022,WEST MOORS VILLAGE SURGERY, 230 ," 5,754 ",4.00
J81025,THE WELLBRIDGE PRACTICE, 199 ," 6,006 ",3.31
J81027,ROYAL CRESCENT SURGERY," 1,129 "," 19,572 ",5.77
J81028,HIGHCLIFFE MEDICAL CENTRE, 973 ," 14,057 ",6.92
J81029,THE APPLES MEDICAL CENTRE, 241 ," 5,679 ",4.24
J81030,THE VERWOOD SURGERY, 286 ," 8,186 ",3.49
J81033,TALBOT MEDICAL CENTRE," 1,404 "," 24,345 ",5.77
J81034,QUARTERJACK SURGERY, 943 ," 14,950 ",6.31
J81035,MILTON ABBAS SURGERY, 275 ," 4,368 ",6.30
J81036,THE ROSEMARY HEALTH CTR, 455 ," 9,044 ",5.03
J81039,MOORDOWN MEDICAL CENTRE, 441 ," 9,405 ",4.69
J81041,THE HADLEIGH PRACTICE, 976 ," 19,704 ",4.95
J81042,VILLAGE SURGERY, 493 ," 9,083 ",5.43
J81045,KINSON ROAD MEDICAL CENTRE, 423 ," 10,432 ",4.05
J81046,THE HARVEY PRACTICE, 480 ," 12,618 ",3.80
J81047,JAMES FISHER MEDICAL CENTRE, 428 ," 12,580 ",3.40
J81049,THE MARINE & OAKRIDGE PARTNERSHIP, 606 ," 9,572 ",6.33
J81051,WYKE REGIS & LANEHOUSE MEDICAL PRACTICE," 1,186 "," 15,191 ",7.81
J81052,LIFEBOAT QUAY MEDICAL CENTRE, 545 ," 6,631 ",8.22
J81053,CERNE ABBAS SURGERY, 239 ," 4,110 ",5.82
J81056,CHRISTCHURCH MEDICAL PRACTICE, 817 ," 18,621 ",4.39
J81057,FARMHOUSE SURGERY, 271 ," 6,208 ",4.37
J81058,THE CRANBORNE PRACTICE, 459 ," 11,706 ",3.92
J81059,SOUTHBOURNE PRACTICE, 453 ," 9,863 ",4.59
J81061,PENNY'S HILL PRACTICE, 506 ," 7,807 ",6.48
J81062,ST ALBANS MEDICAL CENTRE, 508 ," 11,202 ",4.53
J81064,POOLE TOWN SURGERY, 408 ," 4,509 ",9.05
J81066,STOUR SURGERY, 555 ," 10,355 ",5.36
J81067,LITTLEDOWN SURGERY, 327 ," 5,964 ",5.48
J81068,ATRIUM HEALTH CENTRE, 343 ," 7,085 ",4.84
J81070,THE BANKS & BEARWOOD MEDICAL CENTRE, 719 ," 9,699 ",7.41
J81072,THE PANTON PRACTICE, 679 ," 15,072 ",4.51
J81073,THE BRIDGES MEDICAL CTR.," 1,509 "," 16,741 ",9.01
J81074,BARTON HOUSE MED PRACTICE, 214 ," 5,292 ",4.04
J81075,CROSS ROAD SURGERY, 654 ," 6,006 ",10.89
